,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,Unnamed: 25,K,n,R2
4004,,33,C1000,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,531.16,0.355,0.231,0.125,77.44,,0.25,298,0.014224928,0.15018455,2681,-4.252759355,-1.895890411,2.356868944,E&E,5004,1.694617687,0.413490762,0.985681654
4015,,44,C900,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,500.34,0.276,0.129,0.148,74.87,,0.26,298,0.059428322,0.570502413,2682,-2.822984363,-0.56123788,2.261746482,E&E,5005,1.789944168,0.366079562,0.994721572
4027,,56,C700,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,365.56,0.131,0.041,0.09,70.53,,0.33,298,0.021229537,0.382733805,2683,-3.852361825,-0.960415558,2.891946267,E&E,5006,1.742988431,0.30418196,0.976552186
4040,27,0,N-AC-600,Propane,0,0,0,0,0.5312,1.05,1628.9,0.86,0.09,0.77,76.8,19.2,4,273,0.013980263,3.157894737,2684,-4.270108718,1.149905583,5.420014302,E&E,5007,10.25011784,0.209901889,0.958983166
4054,,14,,Propene,0.1,0.08,0,0.07,0.4883,0.946,1628.9,0.86,0.09,0.77,76.8,19.2,4,273,0.013790055,2.135338346,2685,-4.283807563,0.75862511,5.042432673,E&E,5008,11.32970469,0.274464548,0.944752351
4065,,25,,Ethane,0,0,0,0,0.3904,0.492,1628.9,0.86,0.09,0.77,76.8,19.2,4,273,0.038142231,1.052631579,2686,-3.266433197,0.051293294,3.317726491,E&E,5009,8.251373608,0.457084629,0.969500151
4075,,35,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1628.9,0.86,0.09,0.77,76.8,19.2,4,273,0.031524123,1.473684211,2687,-3.457002223,0.387765531,3.844767754,E&E,5010,7.780627295,0.42645214,0.992776415
4086,,46,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1628.9,0.86,0.09,0.77,76.8,19.2,4,273,0.035960437,1.323308271,2688,-3.325335922,0.280134867,3.605470789,E&E,5011,6.428128889,0.437457033,0.997352357
4096,,65,N-AC-600,Propane,0,0,0,0,0.5312,1.05,1628.9,0.86,0.09,0.77,76.8,19.2,4,298,0.008302446,1.512182789,2689,-4.791205159,0.413554163,5.204759321,E&E,5012,8.703296505,0.270024116,0.967762565
4110,,79,,Propene,0.1,0.08,0,0.07,0.4883,0.946,1628.9,0.86,0.09,0.77,76.8,19.2,4,298,0.006383718,1.918546643,2690,-5.054004537,0.651567943,5.705572479,E&E,5013,9.432733353,0.271722813,0.985379431
4123,,92,,Ethane,0,0,0,0,0.3904,0.492,1628.9,0.86,0.09,0.77,76.8,19.2,4,298,0.022121796,0.608936303,2691,-3.811191899,-0.49604161,3.315150289,E&E,5014,6.263358016,0.485073179,0.992799692
4134,,103,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1628.9,0.86,0.09,0.77,76.8,19.2,4,298,0.03012176,0.608755717,2692,-3.502507439,-0.496338214,3.006169225,E&E,5015,5.613016996,0.515972752,0.995012442
4146,,115,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1628.9,0.86,0.09,0.77,76.8,19.2,4,298,0.044166843,0.834172306,2693,-3.119780919,-0.181315296,2.938465623,E&E,5016,4.478174312,0.499698301,0.998255945
4157,,137,N-AC-700,Propane,0,0,0,0,0.5312,1.05,2146.1,1.96,1.05,0.91,82,14.2,3.3,273,0.010416667,2.611494253,2694,-4.564348191,0.959922568,5.52427076,E&E,5017,14.48165249,0.266560156,0.960993022
4170,,150,,Propene,0.1,0.08,0,0.07,0.4883,0.946,2146.1,1.96,1.05,0.91,82,14.2,3.3,273,0.00625,1.655172414,2695,-5.075173815,0.503905181,5.579078996,E&E,5018,15.09986502,0.292775154,0.964065633
4183,,163,,Ethane,0,0,0,0,0.3904,0.492,2146.1,1.96,1.05,0.91,82,14.2,3.3,273,0.016666667,1.029885057,2696,-4.094344562,0.029447201,4.123791764,E&E,5019,10.55914341,0.465265936,0.991431711
4195,,175,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2146.1,1.96,1.05,0.91,82,14.2,3.3,273,0.039583333,1.508045977,2697,-3.229347125,0.410814758,3.640161883,E&E,5020,8.973812558,0.479260689,0.995088995
4205,,185,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,2146.1,1.96,1.05,0.91,82,14.2,3.3,273,0.039583333,1.177011494,2698,-3.229347125,0.162978594,3.392325719,E&E,5021,9.6643735,0.589483425,0.998742122
4215,,204,N-AC-700,Propane,0,0,0,0,0.5312,1.05,2146.1,1.96,1.05,0.91,82,14.2,3.3,298,0.013986014,2.142396065,2699,-4.26969745,0.761924859,5.031622309,E&E,5022,11.70748421,0.311708838,0.979734356
4226,,215,,Propene,0.1,0.08,0,0.07,0.4883,0.946,2146.1,1.96,1.05,0.91,82,14.2,3.3,298,0.018648019,2.603780835,2700,-3.982015377,0.956964556,4.938979933,E&E,5023,11.87433272,0.325094798,0.98766736
4237,,226,,Ethane,0,0,0,0,0.3904,0.492,2146.1,1.96,1.05,0.91,82,14.2,3.3,298,0.023310023,0.592638131,2701,-3.758871826,-0.5231713,3.235700525,E&E,5024,7.522181897,0.55306524,0.994243686
4247,,236,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2146.1,1.96,1.05,0.91,82,14.2,3.3,298,0.060606061,1.184815185,2702,-2.803360381,0.1695868,2.972947181,E&E,5025,6.205400587,0.55290045,0.997829363
4257,,246,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,2146.1,1.96,1.05,0.91,82,14.2,3.3,298,0.067599068,1.052716514,2703,-2.694161089,0.05137398,2.745535069,E&E,5026,6.133604382,0.62000266,0.998638587
4266,,264,N-AC-800,Propane,0,0,0,0,0.5312,1.05,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,273,0.007598359,2.751633095,2704,-4.879822919,1.012194588,5.892017507,E&E,5027,11.55776036,0.272456271,0.994811287
4277,,275,,Propene,0.1,0.08,0,0.07,0.4883,0.946,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,273,0.012050777,1.458963009,2705,-4.418626135,0.377725916,4.79635205,E&E,5028,11.32513123,0.341670675,0.982433366
4288,,286,,Ethane,0,0,0,0,0.3904,0.492,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,273,0.026038518,0.796443266,2706,-3.648178365,-0.227599382,3.420578983,E&E,5029,7.7971657,0.499900655,0.992366325
4297,,295,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,273,0.035437344,0.730456487,2707,-3.339989088,-0.314085616,3.025903472,E&E,5030,6.311045261,0.555247468,0.994351101
4306,,304,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,273,0.023633563,0.531170173,2708,-3.745087426,-0.632672832,3.112414594,E&E,5031,7.900352656,0.641790357,0.998225588
4315,,323,N-AC-800,Propane,0,0,0,0,0.5312,1.05,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,298,0.024935065,1.532467532,2709,-3.691480236,0.426879203,4.118359438,E&E,5032,9.157871042,0.359706485,0.976305502
4327,,335,,Propene,0.1,0.08,0,0.07,0.4883,0.946,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,298,0.00895059,1.064935065,2710,-4.716035867,0.062913825,4.778949693,E&E,5033,8.95195816,0.378789652,0.990624482
4339,,347,,Ethane,0,0,0,0,0.3904,0.492,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,298,0.02749067,0.415584416,2711,-3.593908596,-0.878069519,2.715839076,E&E,5034,5.344040813,0.587356218,0.996261844
4349,,357,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,298,0.066505449,0.701298701,2712,-2.710471401,-0.354821375,2.355650026,E&E,5035,4.339890294,0.621872474,0.997843074
4359,,367,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,298,0.036709957,0.311688312,2713,-3.304707261,-1.165751592,2.138955669,E&E,5036,5.075868685,0.716764322,0.99763202
4368,,384,N-AC-600,Propane,0,0,0,0,0.5312,1.05,1628.9,0.86,0.09,0.77,76.8,19.2,4,323,0.011847201,1.222390318,2714,-4.435663624,0.200808219,4.636471843,E&E,5037,7.194857913,0.322865668,0.984492906
4380,,396,,Propene,0.1,0.08,0,0.07,0.4883,0.946,1628.9,0.86,0.09,0.77,76.8,19.2,4,323,0.01479879,1.6096823,2715,-4.213209878,0.47603683,4.689246708,E&E,5038,7.699500446,0.320617208,0.990185544
4393,,409,,Ethane,0,0,0,0,0.3904,0.492,1628.9,0.86,0.09,0.77,76.8,19.2,4,323,0.02796823,0.254160363,2716,-3.576686057,-1.36978986,2.206896197,E&E,5039,4.319642287,0.583600072,0.993497809
4404,,420,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1628.9,0.86,0.09,0.77,76.8,19.2,4,323,0.036945537,0.43570348,2717,-3.298310422,-0.83079336,2.467517062,E&E,5040,3.987296544,0.572902415,0.996217044
4415,,431,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1628.9,0.86,0.09,0.77,76.8,19.2,4,323,0.045928896,0.568835098,2718,-3.080660826,-0.564164696,2.516496129,E&E,5041,3.126171525,0.533571809,0.99802973
4425,,451,N-AC-700,Propane,0,0,0,0,0.5312,1.05,2146.1,1.96,1.05,0.91,82,14.2,3.3,323,0.010535558,1.182541382,2719,-4.552999314,0.167665836,4.72066515,E&E,5042,9.48014119,0.376589837,0.98818285
4437,,463,,Propene,0.1,0.08,0,0.07,0.4883,0.946,2146.1,1.96,1.05,0.91,82,14.2,3.3,323,0.019315189,0.938317737,2720,-3.94686351,-0.063666649,3.883196862,E&E,5043,9.272223153,0.421673565,0.980747573
4448,,474,,Ethane,0,0,0,0,0.3904,0.492,2146.1,1.96,1.05,0.91,82,14.2,3.3,323,0.032484636,0.413445684,2721,-3.426988051,-0.88322913,2.543758921,E&E,5044,5.194597324,0.602351733,0.996596146
4458,,484,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2146.1,1.96,1.05,0.91,82,14.2,3.3,323,0.04214223,0.461872845,2722,-3.166704953,-0.772465653,2.3942393,E&E,5045,4.338453886,0.635228956,0.997856537
4469,,495,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,2146.1,1.96,1.05,0.91,82,14.2,3.3,323,0.063213345,0.619638536,2723,-2.761239844,-0.478618977,2.282620867,E&E,5046,4.088316067,0.669175595,0.999789171
4478,,513,N-AC-800,Propane,0,0,0,0,0.5312,1.05,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,323,0.016266875,0.590165211,2724,-4.118624433,-0.527352763,3.59127167,E&E,5047,6.784041492,0.458910913,0.98881276
4488,,523,,Propene,0.1,0.08,0,0.07,0.4883,0.946,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,323,0.013599818,0.885357751,2725,-4.297698891,-0.121763477,4.175935414,E&E,5048,7.028749552,0.417724406,0.993817645
4500,,535,,Ethane,0,0,0,0,0.3904,0.492,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,323,0.034233155,0.27446072,2726,-3.374560657,-1.292947126,2.081613531,E&E,5049,3.670558444,0.650347544,0.996694823
4510,,545,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,323,0.047766554,0.559310252,2727,-3.041429591,-0.581050947,2.460378645,E&E,5050,3.294321788,0.62703383,0.995728712
4519,,554,,Acetylene,0.19,0.47,0.12,0.05,0.3044,0.07,1942.8,1.14,0.41,0.73,87.2,10.4,2.4,323,0.066646665,0.365733865,2728,-2.708350276,-1.005849356,1.70250092,E&E,5051,2.882624888,0.691806033,0.996789319
4528,28,0,PCB,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1150,0.72,,,,,,293,0.3473,1.368,2729,-1.057566319,0.313349819,1.370916138,E&E,5052,3.20017906,0.318818266,0.904421886
4536,,11,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1150,0.72,,,,,,303,0.54823,0.972,2730,-0.601060372,-0.028399475,0.572660898,E&E,5053,2.601534201,0.377296948,0.867129451
4545,,24,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1150,0.72,,,,,,313,0.57157,0.823,2731,-0.559368319,-0.194799078,0.36456924,E&E,5054,2.306710193,0.400060356,0.877977813
4554,,37,,Ethane,0,0,0,0,0.3904,0.492,1150,0.72,,,,,,293,0.23529,1.156,2732,-1.446936483,0.14496577,1.591902253,E&E,5055,3.386100131,0.311794995,0.873066877
4561,,46,,Ethane,0,0,0,0,0.3904,0.492,1150,0.72,,,,,,303,0.33009,1.169,2733,-1.108389934,0.156148682,1.264538617,E&E,5056,2.948157978,0.35156387,0.888110125
4568,,55,,Ethane,0,0,0,0,0.3904,0.492,1150,0.72,,,,,,313,0.33411,1.071,2734,-1.096284999,0.068592791,1.16487779,E&E,5057,2.712938479,0.356112618,0.908822792
4575,29,28,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1791,0.85,,,,,,293,0.201,0.204,2735,-1.604450371,-1.589635285,0.014815086,E&E,5058,1.573321894,0.574443901,0.978372473
4585,,38,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1791,0.85,,,,,,313,0.206,0.21,2736,-1.57987911,-1.560647748,0.019231362,E&E,5059,1.371263562,0.605822644,0.983486796
4594,30,0,GAC,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,641,0.26,,0.26,82.14,16.87,0.99,298,0.029928794,0.413199426,2737,-3.508934243,-0.883824931,2.625109312,E&E,5060,2.77194623,0.41729238,0.982582008
4605,,11,,Ethane,0,0,0,0,0.3904,0.492,641,0.26,,0.26,82.14,16.87,0.99,298,0.034076815,0.654232425,2738,-3.379138039,-0.424292601,2.954845437,E&E,5061,2.949947829,0.375753236,0.987380815
4617,,23,GAC-800-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2063,0.91,0.24,0.67,88.05,9.92,2.02,298,0.036162609,0.843615495,2739,-3.319729581,-0.170058463,3.149671118,E&E,5062,5.155237337,0.464001025,0.995438636
4632,,38,,Ethane,0,0,0,0,0.3904,0.492,2063,0.91,0.24,0.67,88.05,9.92,2.02,298,0.011477762,0.585365854,2740,-4.467343869,-0.535518236,3.931825633,E&E,5063,6.410278007,0.495288194,0.998561544
4646,,52,GAC-700-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1521,0.6,0.03,0.57,85.6,13.3,1.12,298,0.060761549,0.968450544,2741,-2.8007981,-0.032057862,2.768740238,E&E,5064,4.920014235,0.521517813,0.996246749
4656,,62,,Ethane,0,0,0,0,0.3904,0.492,1521,0.6,0.03,0.57,85.6,13.3,1.12,298,0.054782801,1.301901108,2742,-2.904378982,0.263825587,3.168204569,E&E,5065,5.798973801,0.482537618,0.9904789
4667,,73,GAC-900-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1694,0.74,0.18,0.56,91.99,7.36,0.65,298,0.032827794,0.361155127,2743,-3.416479748,-1.018447697,2.398032051,E&E,5066,4.890874215,0.584449425,0.993389699
4680,,86,,Ethane,0,0,0,0,0.3904,0.492,1694,0.74,0.18,0.56,91.99,7.36,0.65,298,0.002560627,0.175474091,2744,-5.967503052,-1.740263874,4.227239178,E&E,5067,6.049441488,0.51886515,0.997840137
4693,,99,CAC-800-2,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1409,0.65,0.09,0.56,,,,298,0.039630119,0.8177954,2745,-3.228165872,-0.201143096,3.027022775,E&E,5068,4.357578894,0.46753768,0.996887487
4703,,109,,Ethane,0,0,0,0,0.3904,0.492,1409,0.65,0.09,0.56,,,,298,0.007926024,0.730988759,2746,-4.837603784,-0.313357197,4.524246587,E&E,5069,5.211226097,0.426284406,0.998086157
4715,,121,CAC-800-4,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2002,0.89,0.34,0.65,,,,298,0.026420079,0.547953978,2747,-3.63363098,-0.601563978,3.032067002,E&E,5070,4.778445203,0.551339374,0.998770261
4727,,133,,Ethane,0,0,0,0,0.3904,0.492,2002,0.89,0.34,0.65,,,,298,0.021136063,0.696040631,2748,-3.856774531,-0.362347243,3.494427289,E&E,5071,5.737249816,0.517792061,0.997359456
4740,31,0,AC,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1080,1.528,1.389,0.139,,,,303,0.024096386,0.124359948,2749,-3.725693427,-2.084575109,1.641118318,E&E,5072,1.786308983,0.631370264,0.998619316
4749,,8,PDC,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2390,1.21,0.484,0.726,,,,273,0.035369775,0.27642636,2750,-3.341897639,-1.285810823,2.056086817,E&E,5073,3.574803913,0.676522302,0.997610347
