,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2,Excluded,P1,P2,P3,P4,P5
3343,,10,NPC-2,Hydrogen,0,0,0,0,0.1086,-1.2,3037.83,1.81,0.456,1.354,,,,77,0.044737473,0.662251656,3936,12.44626417,0.628543444,0.982559597,,0.044737473,0.403498725,0.486086842,0.83137301,0.991468554
3357,,24,NPC-3,Hydrogen,0,0,0,0,0.1086,-1.2,3354.26,2.143,0.803,1.34,,,,77,0.04479621,0.761589404,3937,14.2929686,0.647318644,0.984156975,,0.04479621,0.144197589,0.296657416,0.912429088,1.014835808
3370,,37,NPC-4,Hydrogen,0,0,0,0,0.1086,-1.2,3369.59,2.049,1.233,0.816,,,,77,0.049328693,0.927152318,3938,14.79163007,0.653942305,0.985093444,,0.049328693,0.401986265,0.498073939,0.705515827,0.999510531
3383,66,0,NCNR-500,Hydrogen,0,0,0,0,0.1086,-1.2,428,0.307,0.165,0.142,,,,298,2.345658041,0.135194308,3939,0.107515055,0.792645125,0.998988807,,2.345658041,6.703282185,56.1089406,75.02595172,95.11541438
3394,,11,NCBCT-700,Hydrogen,0,0,0,0,0.1086,-1.2,697,0.498,0.268,0.23,,,,298,2.5,0.310639456,3940,0.221943074,0.750681074,0.9978685,,2.5,14,41,80.66666667,95.33333333
3406,,23,NCNT-900,Hydrogen,0,0,0,0,0.1086,-1.2,870,0.623,0.336,0.287,,,,298,1.812191104,0.405882353,3941,0.316548959,0.746960758,0.997779311,,1.812191104,51.0708402,73.64085667,85.17298188,95.22240527
3417,67,0,CS17,Hydrogen,0,0,0,0,0.1086,-1.2,1160,0.81,0.45,0.36,,,,77,0.122357439,5.850977991,3942,8.829542173,0.130070069,0.936809983,,0.122357439,0.867550244,2.873599841,7.909330531,10.75586856
3426,,9,CS09,Hydrogen,0,0,0,0,0.1086,-1.2,580,0.26,0.06,0.21,,,,77,0.104978297,4.898518221,3943,6.97272541,0.107463951,0.916793861,,0.104978297,0.377541182,2.018339133,3.058232541,10.72206199
3435,,18,CS27,Hydrogen,0,0,0,0,0.1086,-1.2,1370,0.68,0.18,0.5,,,,77,0.158357092,6.395358941,3944,10.41932081,0.14366171,0.86252198,,0.158357092,0.847936641,2.032242447,3.053804998,10.79046133
3446,,29,C-MSU-F,Hydrogen,0,0,0,0,0.1086,-1.2,1000,0.78,0.53,0.25,,,,77,0.160301901,4.263848487,3945,7.255970997,0.214510349,0.979790714,,0.160301901,0.559691148,6.595963901,7.909578804,10.75566167
3457,,40,CS29,Hydrogen,0,0,0,0,0.1086,-1.2,1870,1.11,0.47,0.64,,,,77,0.177681043,5.216308256,3946,9.98118843,0.241673739,0.976585004,,0.177681043,0.866805424,1.340180164,1.977746422,10.7506962
3468,,51,CY,Hydrogen,0,0,0,0,0.1086,-1.2,2210,1.17,0.46,0.71,,,,77,0.125998783,1.860064799,3947,6.379493745,0.383600131,0.986176466,1,0.125998783,0.542767173,0.869908842,6.976774017,10.80693014
3478,,61,CS19,Hydrogen,0,0,0,0,0.1086,-1.2,1680,1.05,0.57,0.48,,,,77,0.10448175,5.442733656,3948,9.692094993,0.19120038,0.965066303,,0.10448175,0.358217231,5.279369716,9.275165619,10.69843464
3490,68,0,BC-5,Hydrogen,0,0,0,0,0.1086,-1.2,2828,1.08,0.73,0.35,,,,77,0.070281124,5.060706402,3949,15.35381881,0.378758364,0.991592279,,0.070281124,0.204819277,0.600401606,0.761044177,1.004016064
3499,,9,BC-7,Hydrogen,0,0,0,0,0.1086,-1.2,2840,1.1,0.75,0.35,,,,77,0.004016064,1.236203091,3950,14.62663964,0.398441888,0.995414993,,0.004016064,0.134538153,0.540160643,0.907630522,1
3510,,20,BC-CONTROL,Hydrogen,0,0,0,0,0.1086,-1.2,2473,0.92,0.52,0.4,,,,298,4.810864679,1.129023366,3951,0.39788155,0.594347307,0.995629841,,4.810864679,10.54535431,33.38259616,44.74068106,50.37106145
3517,,27,BC-5,Hydrogen,0,0,0,0,0.1086,-1.2,2828,1.08,0.73,0.35,,,,298,0.604300072,0.099656503,3952,0.174008558,0.81940542,0.999110168,,0.604300072,9.654594801,20.64416267,40.27479751,49.99067046
3525,,35,BC-7,Hydrogen,0,0,0,0,0.1086,-1.2,2840,1.1,0.75,0.35,,,,298,0.029684916,0.274585471,3953,0.171569825,0.772840572,0.991677288,,0.029684916,11.00865103,16.64581655,23.73987532,50.25338196
3533,69,0,FE/OMC-9,Hydrogen,0,0,0,0,0.1086,-1.2,921,0.89,0.55,0.34,78.15,11.52,,298,5.277311409,0.506593031,3954,0.083141441,0.907946304,0.998096507,,5.277311409,15.05164261,25.57451496,80.07321849,100.5561141
3543,,10,FE/OMC-6,Hydrogen,0,0,0,0,0.1086,-1.2,1032,0.98,0.49,0.39,79.89,12.87,,298,5.274906072,0.429670324,3955,0.060680373,0.96626716,0.997901778,,5.274906072,15.61064314,71.04165564,85.13693589,100.3612818
3553,,20,FE/OMC-3,Hydrogen,0,0,0,0,0.1086,-1.2,1378,1.25,0.78,0.47,82.15,13.54,,298,4.897268017,0.352805346,3956,0.053049585,0.96868606,0.997971591,,4.897268017,15.60775673,25.37583405,70.27675818,99.9658442
3563,,30,OMC,Hydrogen,0,0,0,0,0.1086,-1.2,1521,1.33,0.82,0.51,84.08,14.76,,298,5.270576463,0.291209452,3957,0.057025372,0.893280906,0.998100479,,5.270576463,15.4153297,25.18052061,56.92135988,99.36450972
3573,70,0,W AC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2835,0.73,,,,,,298,3.796610169,0.303316139,3958,0.186444944,0.625042349,0.988302399,,3.796610169,9.762711864,51.52542373,62.91525424,78.37288136
3583,,10,,Hydrogen,0,0,0,0,0.1086,-1.2,2835,0.73,,,,,,77,1.509433962,9.453426151,3959,14.07286555,0.201664081,0.822841006,,1.509433962,10.31446541,41.00628931,66.16352201,78.99371069
3592,,19,P AC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2810,0.48,,,,,,299,4.372990354,0.337492474,3960,0.215313168,0.56699078,0.980977557,,4.372990354,20.06430868,51.18971061,72.79742765,79.22829582
3601,,28,,Hydrogen,0,0,0,0,0.1086,-1.2,2810,0.48,,,,,,77,1.231502182,11.43145161,3961,14.23884188,0.197010167,0.929638788,,1.231502182,4.056877462,21.43950282,32.07588098,74.59903652
3610,71,0,CNF,Hydrogen,0,0,0,0,0.1086,-1.2,520,0.26,0.04,0.22,,,,77,0.441640379,5.098039216,3962,6.007299425,0.129739489,0.976496158,,0.441640379,0.94637224,3.217665615,15.2681388,20.06309148
3617,,7,CNFK,Hydrogen,0,0,0,0,0.1086,-1.2,1765,1,0.32,0.68,,,,77,0.315457413,6.274509804,3963,8.676510462,0.226783493,0.982947401,,0.315457413,1.135646688,5.993690852,9.842271293,20.06309148
3626,,16,CNFK1,Hydrogen,0,0,0,0,0.1086,-1.2,1574,0.74,0.05,0.69,,,,77,0.378548896,7.787114846,3964,10.90781377,0.164411418,0.931672924,,0.378548896,0.504731861,1.892744479,4.03785489,29.84227129
3637,72,0,PC-2-600,Hydrogen,0,0,0,0,0.1086,-1.2,1452,0.721,0.154,0.567,,,6.5,77,0.317460317,5.176600442,3965,10.41549184,0.247765097,0.963100682,,0.317460317,2.666666667,7.682539683,15.23809524,19.65079365
3652,,15,PC-4-600,Hydrogen,0,0,0,0,0.1086,-1.2,1954,0.944,0.171,0.773,,,5.01,77,0.285714286,6.799116998,3966,9.812388863,0.287976838,0.997618637,,0.285714286,4.73015873,10.03174603,11.68253968,19.74603175
3669,,32,PC-2-700,Hydrogen,0,0,0,0,0.1086,-1.2,2493,1.141,0.176,0.965,,,2.44,77,0.285714286,7.803532009,3967,12.28622111,0.275695744,0.997178503,,0.285714286,2.063492063,4.317460317,5.650793651,19.77777778
3684,,47,PC-4-700,Hydrogen,0,0,0,0,0.1086,-1.2,1741,0.852,0.143,0.709,,,1.57,77,0.476190476,5.6401766,3968,7.698882951,0.402540516,0.997052253,,0.476190476,2.507936508,7.904761905,17.9047619,19.36507937
3699,,62,PC-2-800,Hydrogen,0,0,0,0,0.1086,-1.2,2919,1.425,0.226,1.199,,,0.98,77,0.285714286,7.803532009,3969,13.26396713,0.311391774,0.997221839,,0.285714286,4.317460317,8.603174603,12.28571429,19.46031746
3714,,77,PC-4-800,Hydrogen,0,0,0,0,0.1086,-1.2,2507,1.216,0.212,1.004,,,0.53,77,0.634920635,8.035320088,3970,10.17782434,0.360989591,0.997485447,,0.634920635,4.825396825,6.095238095,9.746031746,19.49206349
3727,,90,PC,Hydrogen,0,0,0,0,0.1086,-1.2,1394,0.569,0.016,0.553,,,,77,0.349206349,7.33995585,3971,10.98447347,0.247386632,0.987331934,,0.349206349,2.063492063,10.73015873,15.33333333,19.71428571
3739,73,0,CH700/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,3066,1.38,0.27,1.11,,,,77,1.114982578,15.12570588,3972,16.02711362,0.164082814,0.968222888,,1.114982578,3.763066202,6.68989547,12.40418118,39.02439024
3748,,9,CH800/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,2481,0.95,0.11,0.84,,,,77,1.393728223,16.02997717,3973,16.25823727,0.129776088,0.960122354,1,1.393728223,4.738675958,16.44599303,34.00696864,38.88501742
3758,,19,CH900/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,2192,0.93,0.06,0.87,,,,77,1.114982578,14.09122312,3974,15.17530465,0.130120301,0.933701857,,1.114982578,9.059233449,13.65853659,32.61324042,39.16376307
3767,,28,CH1000/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,1638,0.7,0.03,0.67,,,,77,1.254355401,12.53904842,3975,13.07357647,0.108564426,0.932846344,,1.254355401,5.296167247,8.780487805,26.75958188,31.63763066
3775,,36,CH900/800/2,Hydrogen,0,0,0,0,0.1086,-1.2,1926,0.82,0.04,0.78,,,,77,0.95890411,13.00737845,3976,14.2630961,0.125616441,0.934650138,,0.95890411,2.876712329,5.342465753,7.671232877,32.46575342
3784,,45,CH900/800/3,Hydrogen,0,0,0,0,0.1086,-1.2,2513,1.08,0.11,0.97,,,,77,1.095890411,15.19666059,3977,16.00716812,0.144061231,0.965406058,,1.095890411,11.09589041,20.82191781,25.20547945,31.09589041
3794,,55,CH900/800/4,Hydrogen,0,0,0,0,0.1086,-1.2,2840,1.25,0.19,1.06,,,,77,1.506849315,14.1679405,3978,14.41168199,0.161793562,0.977078642,,1.506849315,5.616438356,11.91780822,34.24657534,38.49315068
3806,74,0,SPK2,Hydrogen,0,0,0,0,0.1086,-1.2,1092,0.46,0.06,0.4,,,,77,0.253164557,0.860323887,3979,3.528461186,0.280737465,0.792593321,1,0.253164557,4.17721519,6.155063291,7.863924051,10.2056962
3816,,10,SPK4,Hydrogen,0,0,0,0,0.1086,-1.2,1806,0.82,0.18,0.64,,,,77,0.268987342,1.720647773,3980,6.530764996,0.267510045,0.762920747,,0.268987342,0.474683544,3.180379747,5.03164557,10.06329114
3827,,21,SPK5,Hydrogen,0,0,0,0,0.1086,-1.2,3170,1.51,0.44,1.07,,,,77,0.189873418,3.390688259,3981,9.21630042,0.351060186,0.980127531,,0.189873418,1.977848101,4.034810127,7.879746835,9.952531646
3837,,31,SPK6,Hydrogen,0,0,0,0,0.1086,-1.2,2986,1.63,0.77,0.86,,,,77,0.142405063,2.226720648,3982,8.510762631,0.366155249,0.979680947,,0.142405063,0.569620253,5.253164557,8.481012658,10.01582278
3847,75,0,AC300,Hydrogen,0,0,0,0,0.1086,-1.2,2955,1.39,0.38,1.01,92.1,7.34,0.2,77,0.344827586,6.018119413,3983,14.74756803,0.186207096,0.849922534,,0.344827586,4.252873563,27.12643678,53.10344828,75.74712644
3857,,10,AC301,Hydrogen,0,0,0,0,0.1086,-1.2,2541,1.12,0.3,0.82,85.28,4.28,9.9,77,0.804597701,8.424994679,3984,13.38354531,0.172516105,0.875556117,,0.804597701,4.137931034,6.781609195,51.83908046,77.47126437
3868,,21,AC302,Hydrogen,0,0,0,0,0.1086,-1.2,2160,0.96,0.26,0.7,80.23,3.98,15.07,77,0.91954023,10.09152831,3985,12.53426828,0.1517041,0.915561695,,0.91954023,6.32183908,12.75862069,51.6091954,77.47126437
3879,76,0,AC4,Hydrogen,0,0,0,0,0.1086,-1.2,3503,1.68,0.57,1.1,,,,77,0.283255492,4.002659574,3986,17.02712405,0.182088633,0.787793189,,0.283255492,25.18984605,38.51798997,51.19918699,79.16580176
3890,77,0,ZMIPC,Hydrogen,0,0,0,0,0.1086,-1.2,1542,1.152,0.831,0.321,,,,298,5.096084578,0.159381632,3987,0.029769619,0.987148408,0.999866669,,5.096084578,33.80230136,54.86497537,84.76003193,99.19861373
3901,,11,A-ZMIPC,Hydrogen,0,0,0,0,0.1086,-1.2,952,0.717,0.576,0.141,,,,298,3.05990927,0.228655984,3988,0.063353371,1.041899302,0.999916847,,3.05990927,23.458266,73.94910535,82.62027608,98.77027316
3912,,22,B-ZMIPC,Hydrogen,0,0,0,0,0.1086,-1.2,520,0.613,0.569,0.044,,,,298,5.437588832,0.273982204,3989,0.043468888,1.046920984,0.999940553,,5.437588832,21.07085142,79.52921477,88.70543798,98.73211191
3923,78,0,AC,Hydrogen,0,0,0,0,0.1086,-1.2,1585,1.44,0.85,0.59,,,,77,1.01141925,5.785200856,3990,6.680279515,0.372984605,0.992614738,,1.01141925,2.055464927,12.10440457,18.20554649,19.90212072
3932,,9,AC-C2,Hydrogen,0,0,0,0,0.1086,-1.2,1488,1.22,0.62,0.6,,,,77,0.946166395,8.441195962,3991,9.300482793,0.309329737,0.9955756,,0.946166395,1.89233279,4.045676998,10.17944535,20.06525285
3940,,17,AC-C4,Hydrogen,0,0,0,0,0.1086,-1.2,1308,1.1,0.58,0.52,,,,77,0.946166395,6.800570962,3992,7.177209075,0.310696538,0.997963042,,0.946166395,4.078303426,9.461663948,18.04241436,20.09787928
3949,,26,AC-K3,Hydrogen,0,0,0,0,0.1086,-1.2,2009,1,0.18,0.82,,,,77,0.946166395,11.87869596,3993,13.13031116,0.258791133,0.990209369,,0.946166395,2.218597064,9.69004894,13.18107667,20.09787928
3957,,34,AC-K5,Hydrogen,0,0,0,0,0.1086,-1.2,3190,1.69,0.6,1.09,,,,77,0.88091354,13.28469107,3994,14.59756313,0.296725323,0.997311071,,0.88091354,3.980424144,8.123980424,14.61663948,20.09787928
3966,79,0,BF-900,Hydrogen,0,0,0,0,0.1086,-1.2,933,0.57,0.16,0.41,,,,77,0.343347639,4.462305987,3995,6.469806256,0.236505307,0.994394839,,0.343347639,8.927038627,11.63090129,17.51072961,20.04291845
3977,,11,BF-1000,Hydrogen,0,0,0,0,0.1086,-1.2,1131,0.69,0.2,0.49,,,,77,0.25751073,4.501108647,3996,7.438819418,0.233740728,0.991220408,,0.25751073,0.343347639,5.107296137,7.210300429,19.91416309
3990,,24,BF-1050,Hydrogen,0,0,0,0,0.1086,-1.2,1069,0.67,0.21,0.46,,,,77,0.25751073,5.277161863,3997,8.068577191,0.219783654,0.994879872,,0.25751073,1.201716738,7.854077253,10.34334764,20
4003,,37,ACBF-900,Hydrogen,0,0,0,0,0.1086,-1.2,3188,1.94,0.78,1.16,,,,77,0.355731225,7.647058824,3998,11.51155941,0.331713395,0.998954637,,0.355731225,6.363636364,8.774703557,11.66007905,19.84189723
4014,,48,ACBF-1000,Hydrogen,0,0,0,0,0.1086,-1.2,1893,1.13,0.35,0.78,,,,77,0.118577075,6.764705882,3999,10.97973032,0.264390105,0.998439215,,0.118577075,9.209486166,15.84980237,18.1027668,20
4026,,60,ACBF-1050,Hydrogen,0,0,0,0,0.1086,-1.2,1425,0.91,0.34,0.57,,,,77,0.276679842,3.602941176,4000,7.118256891,0.32839939,0.991160013,,0.276679842,0.671936759,4.031620553,10.75098814,19.96047431
4038,,72,ACBF-1100,Hydrogen,0,0,0,0,0.1086,-1.2,1523,0.95,0.32,0.63,,,,77,0.23715415,5.294117647,4001,8.901068678,0.322387113,0.998635557,,0.23715415,1.936758893,2.964426877,18.02371542,20.03952569
4051,80,0,CYE750,Hydrogen,0,0,0,0,0.1086,-1.2,1022,0.67,0.57,0.1,,,,77,0.222575517,1.452211225,4002,3.745894642,0.332220076,0.988723154,,0.222575517,2.79809221,13.354531,19.01430843,20.0317965
4065,,14,CX750,Hydrogen,0,0,0,0,0.1086,-1.2,1176,0.75,0.65,0.1,,,,77,0.190779014,2.796211772,4003,5.621220394,0.280110657,0.99366239,,0.190779014,2.098569157,3.147853736,13.57710652,20.12718601
4080,,29,CYE650,Hydrogen,0,0,0,0,0.1086,-1.2,1307,0.8,0.56,0.24,,,,77,0.222575517,3.764039181,4004,6.510282855,0.271475927,0.996650523,,0.222575517,5.723370429,15.10333863,16.82034976,20.12718601
4096,,45,CX800,Hydrogen,0,0,0,0,0.1086,-1.2,1499,1.07,0.97,0.1,,,,77,0.286168521,4.35560798,4005,6.797222979,0.287852717,0.996697505,,0.286168521,0.858505564,2.13036566,14.08585056,19.90461049
4111,,60,CX850,Hydrogen,0,0,0,0,0.1086,-1.2,1589,1.38,1.3,0.08,,,,77,0.317965024,4.839564422,4006,7.26063232,0.284710612,0.997683852,,0.317965024,0.922098569,13.06836248,14.59459459,19.90461049
4127,,76,CY850,Hydrogen,0,0,0,0,0.1086,-1.2,1918,1.16,0.87,0.29,,,,77,0.254372019,4.785630032,4007,8.781361417,0.287097699,0.992698699,,0.254372019,0.79491256,1.748807631,13.22734499,19.936407
4143,,92,CY750,Hydrogen,0,0,0,0,0.1086,-1.2,1764,0.97,0.47,0.5,,,,77,0.190779014,5.484383815,4008,9.773346211,0.268930227,0.994911441,,0.190779014,0.540540541,6.041335453,9.761526232,20.0317965
4161,,110,CY800,Hydrogen,0,0,0,0,0.1086,-1.2,1825,1.03,0.64,0.39,,,,77,0.254372019,6.559823581,4009,10.0136739,0.272686706,0.996609092,,0.254372019,1.812400636,6.041335453,11.66931638,19.936407
4176,81,0,ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,1338,0.78,0.28,0.5,,,,77,0.105196856,1.205673759,4010,4.171403545,0.3498863,0.990438954,1,0.105196856,5.891678323,10.01079781,14.12959009,19.97889519
4189,,13,ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,1626,0.97,0.36,0.61,,,,77,0.140780551,2.056737589,4011,5.49772097,0.343600437,0.994516715,,0.140780551,0.454162474,0.836339542,4.02455684,20.08670969
4203,,27,ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,1665,1.06,0.45,0.61,,,,77,0.072476216,2.836879433,4012,7.310556914,0.29077074,0.996325567,,0.072476216,1.671043052,5.342625995,15.10499235,19.95083724
4219,,43,AC-ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,2072,1.64,1.57,0.07,,,,77,0.108714324,4.255319149,4013,9.679642013,0.300010347,0.995792403,,0.108714324,0.597397073,1.119127668,18.46941029,20.06176021
4233,,57,AC-ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,2626,1.67,1,0.67,,,,77,0.144788829,5.531914894,4014,10.9791702,0.303928422,0.997858021,,0.144788829,2.022871727,12.2416092,16.98495669,20.13505444
4247,,71,AC-ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,3064,1.66,0.5,1.16,,,,77,0.179227302,5.390070922,4015,12.50348889,0.296653311,0.991193685,,0.179227302,3.031403634,11.93321718,16.98806515,20.03468388
4262,82,0,OB-KOH-4,Hydrogen,0,0,0,0,0.1086,-1.2,1269,0.61,0.13,0.48,,,,77,0.123152709,3.303108808,4016,8.071534351,0.18643124,0.928155766,,0.123152709,11.00164204,20.11494253,22.57799672,24.75369458
4275,,13,OB-KOH-1,Hydrogen,0,0,0,0,0.1086,-1.2,760,0.31,0.01,0.3,,,,77,0.123152709,2.720207254,4017,6.23757751,0.145278268,0.85808189,,0.123152709,0.615763547,2.6272578,17.0771757,24.9589491
4288,83,0,SUC-N-800,Hydrogen,0,0,0,0,0.1086,-1.2,534,0.212,0.001,0.211,,,,77,0.015733864,1.657608696,4018,5.240659912,0.261823025,0.996994819,,0.015733864,0.049986497,0.62168512,0.877950311,0.980465163
4298,,10,A-SUC-700,Hydrogen,0,0,0,0,0.1086,-1.2,802,0.376,0.062,0.314,,,,77,0.008064407,2.418478261,4019,8.782277322,0.233853037,0.990266464,,0.008064407,0.044021739,0.500938428,0.862837564,0.991746557
4310,,22,A-SUC-800,Hydrogen,0,0,0,0,0.1086,-1.2,974,0.531,0.15,0.381,,,,77,0.009569943,2.038043478,4020,10.27763003,0.301973886,0.990185413,,0.009569943,0.280411153,0.370544153,0.468437753,0.985700783
4324,,36,A-SUC-900,Hydrogen,0,0,0,0,0.1086,-1.2,1552,1.124,0.399,0.725,,,,77,0.009539563,1.793478261,4021,12.92878815,0.390853755,0.995296482,,0.009539563,0.082878747,0.260299082,0.378463408,0.989127059
4338,,50,A-SUC-1000,Hydrogen,0,0,0,0,0.1086,-1.2,1245,0.872,0.313,0.559,,,,77,0.011001215,1.059782609,4022,10.70674813,0.414797797,0.991621713,,0.011001215,0.107676208,0.536760735,0.65639684,0.982645828
4351,84,0,RHC,Hydrogen,0,0,0,0,0.1086,-1.2,16,0.029,0.026,0.003,,,,77,0.022293448,1.333331016,4023,3.724857497,0.218519583,0.960972898,,0.022293448,0.073492246,0.667906543,0.792893073,0.973973017
4362,,11,RHC0.5,Hydrogen,0,0,0,0,0.1086,-1.2,1855,1.511,0.934,0.577,,,,77,0.01740926,2.049325078,4024,12.84071769,0.366483876,0.986085962,,0.01740926,0.07161505,0.265126207,0.452477378,0.98745407
4375,,24,RHC1,Hydrogen,0,0,0,0,0.1086,-1.2,2682,1.963,1.171,0.792,,,,77,0.011019839,1.854305211,4025,14.56260276,0.403753135,0.995863256,,0.011019839,0.129105933,0.281092807,0.926393036,0.980859547
4390,,39,RHC2,Hydrogen,0,0,0,0,0.1086,-1.2,3044,2.25,1.475,0.775,,,,77,0.012709316,1.040801215,4026,13.60359861,0.572207146,0.998832659,,0.012709316,0.044649468,0.257332365,0.641518026,0.987321971
4404,,53,RHC3,Hydrogen,0,0,0,0,0.1086,-1.2,2232,1.24,0.584,0.656,,,,77,0.01747531,1.431101671,4027,13.58296487,0.433999587,0.989773136,,0.01747531,0.086052082,0.178771688,0.255569886,0.985795879
4418,85,0,4C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1896,1.02,0.35,0.67,,,,298,6.421294354,0.258597155,4028,0.17234852,0.580934868,0.968637975,,6.421294354,12.84258871,123.1321584,147.916563,198.1422894
4428,,10,8C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1842,0.94,0.3,0.64,,,,298,5.779307109,0.228763943,4029,0.160302757,0.589834076,0.966835824,,5.779307109,50.76249316,91.28447216,140.1977861,198.7970737
4439,,21,12C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1994,0.98,0.29,0.69,,,,298,10.27321783,0.437596423,4030,0.179029295,0.579343703,0.971577361,,10.27321783,59.75955694,119.5852322,176.8813497,197.811698
4450,,32,4C-5,Hydrogen,0,0,0,0,0.1086,-1.2,2539,1.75,0.9,0.85,,,,298,5.772908565,0.318167599,4031,0.185755594,0.597531354,0.978248657,,5.772908565,60.0602885,75.49073278,107.0128042,198.0982105
4461,,43,8C-5,Hydrogen,0,0,0,0,0.1086,-1.2,2356,1.44,0.64,0.8,,,,298,15.09203239,0.60670994,4032,0.183713503,0.58580898,0.973803128,,15.09203239,31.47088307,99.63030635,123.7592157,198.1138514
4470,,52,12C-5,Hydrogen,0,0,0,0,0.1086,-1.2,2561,1.4,0.54,0.86,,,,298,15.08776669,0.666312377,4033,0.186264665,0.590497309,0.974541058,,15.08776669,40.46154831,119.2439765,148.8493285,198.428802
4481,86,0,HPCDCM,Hydrogen,0,0,0,0,0.1086,-1.2,2933,2.101,1.12,0.981,,,,77,0.029059829,1.155522682,4034,12.720798,0.509163783,0.983192655,,0.029059829,0.092307692,0.300854701,0.403418803,0.988034188
4491,87,0,AC-BF900,Hydrogen,0,0,0,0,0.1086,-1.2,3188,1.94,0.78,1.16,,,,77,0.286492246,4.644326388,4035,9.95462409,0.381652781,0.993247444,,0.286492246,0.836983544,8.651000355,11.93914999,19.98460992
4501,,10,AC-BF900-5TON,Hydrogen,0,0,0,0,0.1086,-1.2,3323,2.32,0.97,1.35,,,,77,0.227891559,6.812921747,4036,11.98980525,0.327570909,0.998764551,,0.227891559,4.222800994,10.1314076,13.7539955,19.9230496
4510,,19,AC-BF900-10TON,Hydrogen,0,0,0,0,0.1086,-1.2,2045,1.25,0.57,0.68,,,,77,0.358707233,6.037572511,4037,10.51434303,0.327759232,0.993917353,,0.358707233,0.704984018,14.47851308,17.29312182,20.10832248
4521,,30,AC-CB700,Hydrogen,0,0,0,0,0.1086,-1.2,2399,1.6,0.7,0.9,,,,77,0.547723362,9.625139172,4038,12.17238442,0.303712915,0.997696384,,0.547723362,4.871672523,7.724229674,16.67635449,19.92510013
4530,,39,AC-CB700-5TON,Hydrogen,0,0,0,0,0.1086,-1.2,2534,1.77,0.74,1.03,,,,77,0.141124076,4.737416678,4039,10.24068899,0.333467646,0.995353275,,0.141124076,0.744082477,8.118393846,10.83676745,19.91960555
4540,,49,AC-CB700-10TON,Hydrogen,0,0,0,0,0.1086,-1.2,1937,1.11,0.25,0.86,,,,77,0.342977776,6.417096835,4040,10.33170215,0.286034178,0.990290994,,0.342977776,1.945661447,4.334938331,8.97699504,19.91266502
4550,,59,AC-BF1000,Hydrogen,0,0,0,0,0.1086,-1.2,1893,1.13,0.35,0.78,,,,77,0.139820157,3.760330579,4041,9.823119629,0.304112235,0.992359193,,0.139820157,3.386870419,5.34383284,18.51343625,20.15073549
4562,,71,AC-CB850,Hydrogen,0,0,0,0,0.1086,-1.2,2233,1.3,0.5,0.8,,,,77,0.32201232,5.326899088,4042,9.69294019,0.321544488,0.991710861,,0.32201232,2.085621327,12.97642777,15.85421998,20.10750891
4572,,81,AC-CB850-5TON,Hydrogen,0,0,0,0,0.1086,-1.2,2582,1.72,0.73,0.99,,,,77,0.450611489,7.342433868,4043,9.927809778,0.26352675,0.994905796,,0.450611489,3.837913607,11.84655547,17.09983154,19.97608055
4581,,90,AC-CB850-10TON,Hydrogen,0,0,0,0,0.1086,-1.2,1966,1.23,0.56,0.67,,,,77,0.449325497,6.62227852,4044,9.006980655,0.27614703,0.996375842,,0.449325497,10.65598436,13.40774939,15.84701843,19.84876738
4591,88,0,PPYH114800,Hydrogen,0,0,0,0,0.1086,-1.2,3279,1.7,1.31,0.39,87.8,10.6,1.6,77,0.31370168,11.31147541,4045,17.76996299,0.207747569,0.965729014,1,0.31370168,3.342103488,9.259427916,20.20053296,39.95092087
4602,,11,PPYH214800,Hydrogen,0,0,0,0,0.1086,-1.2,3085,1.76,1.58,0.18,87,11.4,1.6,77,0.9029171,11.04383697,4046,15.43746536,0.212649874,0.905031399,,0.9029171,1.774935897,9.581907327,15.88001159,40.60809578
4611,,20,PPY4800,Hydrogen,0,0,0,0,0.1086,-1.2,2965,2.34,2.16,0.18,87,11.9,0.9,77,0.895192524,9.752867212,4047,12.65996604,0.213275202,0.919412169,,0.895192524,4.932570889,11.23239172,19.62213949,40.78318617
4620,,29,PPYH124800,Hydrogen,0,0,0,0,0.1086,-1.2,3477,1.78,1.16,0.62,87.8,11.4,0.8,77,1.132075472,15.60791945,4048,17.54278598,0.186040629,0.933534134,1,1.132075472,2.037735849,3.849056604,30.56603774,40.30188679
